Ensembl.Gene.ID	Requested ID	Matched ID(s)	Ensembl.Transcript.ID	Ensembl.Protein.ID	EntrezGene.ID	HGNC.symbol	Description	PSR.total	M7vM8_F61__alternative_model_kappa	M7vM8_F61__alternative_model_omega	M7vM8_F61__null_model_lnL	M7vM8_F61__alternative_model_lnL	M7vM8_F61__LRT_statistic	M7vM8_F61__LRT_P_value_full	M7vM8_F61__LRT_P_value_log10	M7vM8_F61__LRT_P_value_bonf	M7vM8_F61__LRT_P_value_bh	M7vM8_F3X4__alternative_model_kappa	M7vM8_F3X4__alternative_model_omega	M7vM8_F3X4__null_model_lnL	M7vM8_F3X4__alternative_model_lnL	M7vM8_F3X4__LRT_statistic	M7vM8_F3X4__LRT_P_value_full	M7vM8_F3X4__LRT_P_value_log10	M7vM8_F3X4__LRT_P_value_bonf	M7vM8_F3X4__LRT_P_value_bh	M1avM2a_F61__alternative_model_kappa	M1avM2a_F61__alternative_model_omega	M1avM2a_F61__null_model_lnL	M1avM2a_F61__alternative_model_lnL	M1avM2a_F61__LRT_statistic	M1avM2a_F61__LRT_P_value_full	M1avM2a_F61__LRT_P_value_log10	M1avM2a_F61__LRT_P_value_bonf	M1avM2a_F61__LRT_P_value_bh	M1avM2a_F3X4__alternative_model_kappa	M1avM2a_F3X4__alternative_model_omega	M1avM2a_F3X4__null_model_lnL	M1avM2a_F3X4__alternative_model_lnL	M1avM2a_F3X4__LRT_statistic	M1avM2a_F3X4__LRT_P_value_full	M1avM2a_F3X4__LRT_P_value_log10	M1avM2a_F3X4__LRT_P_value_bonf	M1avM2a_F3X4__LRT_P_value_bh
ENSG00000134760	ENSG00000164031	ENSG00000164031	ENST00000257192	ENSP00000257192	1828	DSG1	desmoglein 1 [Source:HGNC Symbol;Acc:HGNC:3048]	4	3.53215	8.48616	-6356.027885	-6336.410079	39.235612	0.000000003	-8.5228787453	0.000033288	2.76708229426434E-08	3.52328	7.89056	-6449.471948	-6430.150047	38.643802	0.000000004	-8.3979400087	0.000044384	3.65E-08	3.53285	8.71416	-6355.287569	-6336.373323	37.828492	0.000000006	-8.2218487496	0.000066576	0.000000056	3.52309	4.76653	-6449.040172	-6431.176972	35.7264	0.000000017	-7.7695510786	0.000188632	1.5030438247012E-07
ENSG00000134827	ENSG00000138028	ENSG00000138028	ENST00000257264	ENSP00000257264	6947	TCN1	transcobalamin I (vitamin B12 binding protein, R binder family) [Source:HGNC Symbol;Acc:HGNC:11652]	3	3.5173	5.50136	-3275.208396	-3260.279185	29.858422	0.000000328	-6.4841261563	0.003639488	0.000002339	3.47546	4.96021	-3325.7009	-3313.314075	24.77365	0.000004173	-5.3795516153	0.046303608	2.59694941110488E-05	3.51228	4.65736	-3274.858866	-3260.34204	29.033652	0.000000496	-6.3045183235	0.005503616	3.53930289389067E-06	3.4761	5.04024	-3325.641728	-3313.319514	24.644428	0.000004452	-5.3514448443	0.049399392	2.84722720461095E-05
ENSG00000135346	ENSG00000043514	ENSG00000043514	ENST00000610310	ENSP00000482232	1081	CGA	glycoprotein hormones, alpha polypeptide [Source:HGNC Symbol;Acc:HGNC:1885]	5	2.48493	8.01101	-1017.930103	-998.497883	38.86444	0.000000004	-8.3979400087	0.000044384	3.6440065681445E-08	2.56218	6.87975	-1047.572446	-1028.827234	37.490424	0.000000007	-8.15490196	0.000077672	6.21873498799039E-08	2.48769	8.11578	-1017.869915	-998.496507	38.746816	0.000000004	-8.3979400087	0.000044384	3.84943625325239E-08	2.56219	6.8769	-1047.483761	-1028.827057	37.313408	0.000000008	-8.096910013	0.000088768	7.42207357859532E-08
ENSG00000135451	ENSG00000114487	ENSG00000114487	ENST00000257909	ENSP00000257909	10024	TROAP	trophinin associated protein [Source:HGNC Symbol;Acc:HGNC:12327]	1	4.06803	5.88442	-4805.509059	-4796.489009	18.0401	0.00012096	-3.9173582218	1	0.0005822873	4.25458	7.03117	-4941.551925	-4933.995009	15.113832	0.000522484	-3.2819270044	1	0.0022842721	4.06831	7.00115	-4805.508727	-4796.460899	18.095656	0.000117646	-3.9294228344	1	0.0005774975	4.25243	6.89762	-4941.551684	-4933.992562	15.118244	0.000521333	-3.2828847837	1	0.0023582189
ENSG00000135828	ENSG00000173821	ENSG00000173821	ENST00000367559	ENSP00000356530	6041	RNASEL	ribonuclease L (2,5-oligoisoadenylate synthetase-dependent) [Source:HGNC Symbol;Acc:HGNC:10050]	2	3.94821	4.81841	-5011.963174	-4990.935867	42.054614	0.000000001	-9	0.000011096	9.68237347294939E-09	4.23404	4.55481	-5083.875812	-5063.61482	40.521984	0.000000002	-8.6989700043	0.000022192	0.000000019	3.94802	4.80923	-5011.955446	-4990.932489	42.045914	0.000000001	-9	0.000011096	1.02740740740741E-08	4.23383	4.54625	-5083.78716	-5063.611012	40.352296	0.000000002	-8.6989700043	0.000022192	2.0083257918552E-08
ENSG00000136546	ENSG00000169087	ENSG00000169087	ENST00000409855	ENSP00000386796	6332	SCN7A	sodium channel, voltage-gated, type VII, alpha subunit [Source:HGNC Symbol;Acc:HGNC:10594]	1	4.52471	5.90843	-10045.167986	-10038.678573	12.978826	0.001519441	-2.8183161589	1	0.0059094698	4.65867	4.95961	-10140.078365	-10134.333244	11.490242	0.003198348	-2.4950742841	1	0.0119611963	4.53318	6.23501	-10045.081731	-10038.650971	12.86152	0.001611226	-2.7928435386	1	0.0063827789	4.66081	5.29447	-10139.703273	-10134.319	10.768546	0.004588175	-2.3383600258	1	0.0171415454
ENSG00000136861	ENSG00000134760	ENSG00000134760	ENST00000349780	ENSP00000343818	55755	CDK5RAP2	CDK5 regulatory subunit associated protein 2 [Source:HGNC Symbol;Acc:HGNC:18672]	1	4.05163	4.85392	-11426.24658	-11414.209012	24.075136	0.000005918	-5.2278250392	0.065666128	3.53614044157243E-05	4.09232	15.87176	-11628.780088	-11620.901528	15.75712	0.000378778	-3.4216152534	1	0.0017008987	4.05229	4.94948	-11425.767222	-11414.206984	23.120476	0.000009538	-5.0205426819	0.105833648	5.66258148742643E-05	4.13549	16.34288	-11628.76726	-11620.796045	15.94243	0.000345259	-3.4618549917	1	0.00161305
ENSG00000136943	ENSG00000162949	ENSG00000162949	ENST00000538255	ENSP00000445052	1515	CTSV	cathepsin V [Source:HGNC Symbol;Acc:HGNC:2538]	1	4.04419	5.74375	-2011.693885	-2001.813629	19.760512	0.000051175	-4.2909421487	0.5678378	0.0002619178	3.63686	5.90307	-2057.050369	-2048.277323	17.546092	0.000154851	-3.8100859857	1	0.0007387045	4.04661	5.6727	-2011.682707	-2001.813989	19.737436	0.000051769	-4.285930224	0.574428824	0.000271726	3.64146	5.12206	-2057.03029	-2048.321309	17.417962	0.000165096	-3.7822634488	1	0.0008112955
ENSG00000137101	ENSG00000090512	ENSG00000090512	ENST00000396757	ENSP00000379980	971	CD72	CD72 molecule [Source:HGNC Symbol;Acc:HGNC:1696]	3	3.165	6.70802	-2614.288502	-2586.352505	55.871994	0	-Inf	0	0	2.90661	6.58711	-2665.164722	-2637.043039	56.243366	0	-Inf	0	0	3.16685	6.78645	-2614.010154	-2586.351137	55.318034	0	-Inf	0	0	2.90794	6.64915	-2662.462905	-2637.042046	50.841718	0	-Inf	0	0
ENSG00000137337	ENSG00000126001	ENSG00000126001	ENST00000376406	ENSP00000365588	9656	MDC1	mediator of DNA-damage checkpoint 1 [Source:HGNC Symbol;Acc:HGNC:21163]	5	4.38224	7.05319	-13833.460569	-13805.56574	55.789658	0	-Inf	0	0	4.93378	6.02685	-14238.984904	-14210.015193	57.939422	0	-Inf	0	0	4.38097	6.99395	-13833.456073	-13805.564306	55.783534	0	-Inf	0	0	4.93897	6.42508	-14238.699101	-14209.957629	57.482944	0	-Inf	0	0
ENSG00000137752	ENSG00000099338	ENSG00000099338	ENST00000533400	ENSP00000433138	834	CASP1	caspase 1, apoptosis-related cysteine peptidase [Source:HGNC Symbol;Acc:HGNC:1499]	4	3.60506	5.18365	-3342.607689	-3323.969356	37.276666	0.000000008	-8.096910013	0.000088768	7.01723320158103E-08	3.53616	5.23913	-3368.818533	-3349.322619	38.991828	0.000000003	-8.5228787453	0.000033288	2.774E-08	3.60483	5.17226	-3342.398728	-3323.969313	36.85883	0.00000001	-8	0.00011096	9.07277187244481E-08	3.55668	5.60585	-3368.517744	-3349.28249	38.470508	0.000000004	-8.3979400087	0.000044384	3.85277777777778E-08
ENSG00000138028	ENSG00000099330	ENSG00000099330	ENST00000402394	ENSP00000385452	10669	CGREF1	cell growth regulator with EF-hand domain 1 [Source:HGNC Symbol;Acc:HGNC:16962]	1	4.01971	31.05854	-2127.007201	-2114.754014	24.506374	0.00000477	-5.321481621	0.05292792	2.89223606557377E-05	4.24447	24.42987	-2183.713981	-2172.635747	22.156468	0.000015445	-4.8112120874	0.17137772	0.000087796	3.98075	30.33128	-2127.007204	-2114.721592	24.571224	0.000004618	-5.3355460714	0.051241328	2.87227174887892E-05	4.25301	24.7065	-2183.694758	-2172.598794	22.191928	0.000015173	-4.8189285422	0.168359608	0.000088985
ENSG00000138092	ENSG00000163554	ENSG00000163554	ENST00000380834	ENSP00000370214	79172	CENPO	centromere protein O [Source:HGNC Symbol;Acc:HGNC:28152]	1	9.00756	6.72331	-1897.582418	-1887.743734	19.677368	0.000053347	-4.2728899984	0.591938312	0.0002725315	8.26216	5.74989	-1932.853744	-1924.863332	15.980824	0.000338695	-3.4701912146	1	0.0015308186	9.00741	6.71644	-1897.390826	-1887.743111	19.29543	0.000064573	-4.1899490362	0.716502008	0.0003334118	8.26237	5.73033	-1932.770379	-1924.859692	15.821374	0.000366803	-3.435567121	1	0.0017029482
ENSG00000138095	ENSG00000113905	ENSG00000113905	ENST00000260665	ENSP00000260665	10128	LRPPRC	leucine-rich pentatricopeptide repeat containing [Source:HGNC Symbol;Acc:HGNC:15714]	3	3.3231	4.14669	-9656.574848	-9630.339397	52.470902	0	-Inf	0	0	3.39264	3.08652	-9727.279047	-9697.965533	58.627028	0	-Inf	0	0	3.32291	4.203	-9656.401301	-9630.330714	52.141174	0	-Inf	0	0	3.39263	3.09056	-9721.331076	-9697.965171	46.73181	0	-Inf	0	0
ENSG00000138496	ENSG00000115425	ENSG00000115425	ENST00000360356	ENSP00000353512	83666	PARP9	poly (ADP-ribose) polymerase family, member 9 [Source:HGNC Symbol;Acc:HGNC:24118]	6	3.8402	6.89299	-5784.331657	-5750.966137	66.73104	0	-Inf	0	0	3.76369	6.85096	-5855.580113	-5819.906808	71.34661	0	-Inf	0	0	3.84427	6.96933	-5784.243531	-5750.963564	66.559934	0	-Inf	0	0	3.77075	7.02534	-5852.987136	-5819.893302	66.187668	0	-Inf	0	0
ENSG00000139547	ENSG00000166090	ENSG00000166090	ENST00000398138	ENSP00000381206	8608	RDH16	retinol dehydrogenase 16 (all-trans) [Source:HGNC Symbol;Acc:HGNC:29674]	1	3.66609	4.82967	-2631.422291	-2620.228262	22.388058	0.000013756	-4.8615078329	0.152636576	7.79155569167943E-05	3.60289	5.34901	-2680.568472	-2669.064677	23.00759	0.000010092	-4.9960227582	0.111980832	5.88753059936908E-05	3.66772	4.89649	-2630.983763	-2620.225302	21.516922	0.000021265	-4.6723346129	0.23595644	0.0001189896	3.60238	5.37921	-2679.898412	-2669.064333	21.668158	0.000019716	-4.7051811905	0.218768736	0.000113293
ENSG00000140093	ENSG00000198523	ENSG00000198523	ENST00000261994	ENSP00000261994	51156	SERPINA10	serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 10 [Source:HGNC Symbol;Acc:HGNC:15996]	1	5.35263	5.00648	-2883.831406	-2877.178449	13.305914	0.001290201	-2.8893426258	1	0.0050962783	5.83886	4.34041	-2945.850991	-2939.424523	12.852936	0.001618156	-2.7909796121	1	0.0064339983	5.35308	5.15283	-2883.648871	-2877.173443	12.950856	0.001540839	-2.8122427377	1	0.0061247377	5.83875	4.329	-2945.724666	-2939.421942	12.605448	0.001831309	-2.7372383702	1	0.0074514869
ENSG00000140332	ENSG00000071203	ENSG00000071203	ENST00000558939	ENSP00000452871	7090	TLE3	transducin-like enhancer of split 3 [Source:HGNC Symbol;Acc:HGNC:11839]	2	6.59578	15.13992	-3819.538092	-3793.950798	51.174588	0	-Inf	0	0	7.2665	16.79945	-3911.572878	-3883.763599	55.618558	0	-Inf	0	0	6.48686	11.50576	-3812.058264	-3794.804454	34.50762	0.000000032	-7.4948500217	0.000355072	0.000000269	7.24809	13.77528	-3903.877098	-3884.283535	39.187126	0.000000003	-8.5228787453	0.000033288	2.9458407079646E-08
ENSG00000140497	ENSG00000197249	ENSG00000197249	ENST00000268099	ENSP00000268099	10066	SCAMP2	secretory carrier membrane protein 2 [Source:HGNC Symbol;Acc:HGNC:10564]	1	3.76843	10.00603	-1710.730391	-1703.721175	14.018432	0.000903517	-3.0440636716	1	0.0036844633	3.876	12.78116	-1773.176578	-1765.043046	16.267064	0.00029353	-3.5323475054	1	0.0013414369	3.77335	9.9938	-1710.543776	-1703.738441	13.61067	0.001107849	-2.95551943	1	0.0045461141	3.88242	12.83282	-1773.012322	-1765.081585	15.861474	0.000359521	-3.4442757369	1	0.0016726394
ENSG00000141504	ENSG00000189350	ENSG00000189350	ENST00000269298	ENSP00000269298	112483	SAT2	spermidine/spermine N1-acetyltransferase family member 2 [Source:HGNC Symbol;Acc:HGNC:23160]	1	14.78983	61.60942	-1101.922704	-1093.45792	16.929568	0.000210761	-3.6762097495	1	0.0009692607	14.32868	50.39499	-1119.229925	-1112.320789	13.818272	0.00099862	-3.0005997403	1	0.0041361282	14.98111	63.97745	-1101.898238	-1093.430904	16.934668	0.000210225	-3.6773156388	1	0.0009859073	14.37544	50.85338	-1119.229129	-1112.329175	13.799908	0.001007832	-2.9966118563	1	0.0042945099
ENSG00000143199	ENSG00000106066	ENSG00000106066	ENST00000367851	ENSP00000356825	55811	ADCY10	adenylate cyclase 10 (soluble) [Source:HGNC Symbol;Acc:HGNC:21285]	2	4.07522	4.37157	-10290.761799	-10265.870378	49.782842	0	-Inf	0	0	4.0465	4.28361	-10406.891291	-10381.004181	51.77422	0	-Inf	0	0	4.07514	4.36751	-10290.761285	-10265.866665	49.78924	0	-Inf	0	0	4.04644	4.27918	-10404.542349	-10381.001248	47.082202	0	-Inf	0	0
ENSG00000143382	ENSG00000019169	ENSG00000019169	ENST00000369039	ENSP00000358035	54507	ADAMTSL4	ADAMTS-like 4 [Source:HGNC Symbol;Acc:HGNC:19706]	1	3.58613	10.19955	-6385.936726	-6379.82414	12.225172	0.002214816	-2.6546623478	1	0.0083448551	3.99752	4.71512	-6528.579264	-6523.135767	10.886994	0.004324335	-2.3640806692	1	0.0157475619	3.58102	10.6888	-6385.481553	-6379.697088	11.56893	0.003074955	-2.5121612355	1	0.011495856	3.99591	6.60712	-6528.149775	-6523.022114	10.255322	0.005930416	-2.2269148412	1	0.0216016214
ENSG00000144820	ENSG00000179914	ENSG00000179914	ENST00000273352	ENSP00000273352	84873	GPR128	G protein-coupled receptor 128 [Source:HGNC Symbol;Acc:HGNC:19241]	2	4.55077	6.94647	-5379.891907	-5370.257031	19.269752	0.000065407	-4.18437577	0.725756072	0.0003303396	4.45645	7.12129	-5432.344626	-5422.883634	18.921984	0.000077829	-4.1088585496	0.863590584	0.000392225	4.55258	7.686	-5379.725747	-5370.157365	19.136764	0.000069904	-4.1554979726	0.775654784	0.0003584357	4.45945	8.01826	-5432.22272	-5422.76274	18.91996	0.000077908	-4.1084179444	0.864467168	0.0004066167
ENSG00000145649	ENSG00000136861	ENSG00000136861	ENST00000274306	ENSP00000274306	3001	GZMA	granzyme A (granzyme 1, cytotoxic T-lymphocyte-associated serine esterase 3) [Source:HGNC Symbol;Acc:HGNC:4708]	6	3.69556	5.78644	-1915.434528	-1896.33865	38.191756	0.000000005	-8.3010299957	0.00005548	0.000000045	3.87375	6.17509	-1946.468895	-1926.146298	40.645194	0.000000001	-9	0.000011096	9.78483245149912E-09	3.6957	5.68558	-1915.41508	-1896.334989	38.160182	0.000000005	-8.3010299957	0.00005548	4.72975277067349E-08	3.87479	6.25869	-1946.454017	-1926.14238	40.623274	0.000000002	-8.6989700043	0.000022192	2.0083257918552E-08
ENSG00000145982	ENSG00000214107	ENSG00000214107	ENST00000324331	ENSP00000316335	10667	FARS2	phenylalanyl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:21062]	1	5.12513	13.0939	-2676.186933	-2671.186665	10.000536	0.006736141	-2.1715888308	1	0.0228296336	5.01876	15.02333	-2730.581182	-2725.440342	10.28168	0.005852771	-2.2326384681	1	0.0207682594	5.09257	13.52699	-2676.08736	-2671.180168	9.814384	0.007393219	-2.1311664291	1	0.025311681	5.01051	15.60956	-2730.527919	-2725.426654	10.20253	0.006089039	-2.2154512443	1	0.0221086311
ENSG00000146587	ENSG00000012124	ENSG00000012124	ENST00000396912	ENSP00000380120	57786	RBAK	RB-associated KRAB zinc finger [Source:HGNC Symbol;Acc:HGNC:17680]	1	3.7786	10.5246	-3941.062749	-3934.170336	13.784826	0.001015461	-2.9933367515	1	0.0040958034	4.9543	80.9833	-4057.858679	-4048.77397	18.169418	0.000113386	-3.9454405654	1	0.000554487	3.76271	12.1816	-3940.246932	-3933.896357	12.70115	0.001745743	-2.7580196907	1	0.0068569077	4.91248	79.8415	-4056.968078	-4048.335146	17.265864	0.000178142	-3.7492336762	1	0.0008719293
ENSG00000146678	ENSG00000164049	ENSG00000164049	ENST00000275525	ENSP00000275525	3484	IGFBP1	insulin-like growth factor binding protein 1 [Source:HGNC Symbol;Acc:HGNC:5469]	1	2.05091	2.13265	-2434.227	-2424.408661	19.636678	0.000054444	-4.2640499747	0.604110624	0.0002778798	1.99625	2.24751	-2472.831105	-2461.690738	22.280734	0.000014514	-4.8382128813	0.161047344	8.28432839506173E-05	2.05091	2.13265	-2434.226383	-2424.408661	19.635444	0.000054478	-4.2637788447	0.604487888	0.0002848671	1.99625	2.2475	-2472.782311	-2461.690738	22.183146	0.00001524	-4.817015033	0.16910304	8.93307131537243E-05
ENSG00000147160	ENSG00000123838	ENSG00000123838	ENST00000276101	ENSP00000421172	158835	AWAT2	acyl-CoA wax alcohol acyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:23251]	2	3.02325	6.01523	-2248.710046	-2238.66865	20.082792	0.000043559	-4.3609220991	0.483330664	0.0002254341	3.08257	5.08098	-2287.482841	-2276.986392	20.992898	0.000027634	-4.5585562467	0.306626864	0.000150381	3.02375	6.09735	-2248.693036	-2238.674269	20.037534	0.000044556	-4.3510938047	0.494393376	0.0002363257	3.08922	5.7234	-2287.423818	-2276.972875	20.901886	0.000028921	-4.5387866945	0.320907416	0.0001615848
ENSG00000147183	ENSG00000151418	ENSG00000151418	ENST00000276127	ENSP00000276127	53336	CPXCR1	CPX chromosome region, candidate 1 [Source:HGNC Symbol;Acc:HGNC:2332]	2	3.00171	4.32008	-2484.806569	-2472.604989	24.40316	0.000005023	-5.2990368218	0.055735208	3.04065510092744E-05	3.16714	5.0298	-2514.885376	-2501.329873	27.111006	0.000001297	-5.8870600239	0.014391512	8.68528183464092E-06	3.00167	4.29057	-2484.311678	-2472.608549	23.406258	0.000008268	-5.082599532	0.091741728	4.95901232432432E-05	3.1676	5.08371	-2514.867816	-2501.329091	27.07745	0.000001319	-5.8797552045	0.014635624	9.06230588235294E-06
ENSG00000147381	ENSG00000135346	ENSG00000135346	ENST00000360243	ENSP00000353379	4103	MAGEA4	melanoma antigen family A, 4 [Source:HGNC Symbol;Acc:HGNC:6802]	1	3.53462	5.22113	-2874.34375	-2864.305527	20.076446	0.000043697	-4.3595483783	0.484861912	0.0002260428	3.94545	4.67989	-2939.145769	-2930.490206	17.311126	0.000174155	-3.7590640524	1	0.0008226581	3.53435	5.21121	-2874.298375	-2864.295876	20.004998	0.000045287	-4.3440264478	0.502504552	0.0002400882	3.94535	4.67024	-2939.145691	-2930.485244	17.320894	0.000173307	-3.7611838955	1	0.0008486383
ENSG00000148459	ENSG00000077238	ENSG00000077238	ENST00000376215	ENSP00000365388	23590	PDSS1	prenyl (decaprenyl) diphosphate synthase, subunit 1 [Source:HGNC Symbol;Acc:HGNC:17759]	1	3.01132	7.87997	-2954.364774	-2945.333981	18.061586	0.000119668	-3.9220219672	1	0.000576568	2.97509	8.34136	-2985.874879	-2977.044314	17.66113	0.000146196	-3.8350645097	1	0.0007019432	3.01041	7.84174	-2953.052934	-2945.315322	15.475224	0.000436112	-3.3604019632	1	0.0019402962	2.97464	8.30854	-2984.7437	-2977.025743	15.435914	0.000444768	-3.3518664668	1	0.0020410032
ENSG00000148735	ENSG00000147381	ENSG00000147381	ENST00000369310	ENSP00000358316	79949	PLEKHS1	pleckstrin homology domain containing, family S member 1 [Source:HGNC Symbol;Acc:HGNC:26285]	1	3.92432	7.98937	-2960.906645	-2952.95985	15.89359	0.000353794	-3.4512495366	1	0.001567145	4.18129	7.19937	-3010.068637	-3003.03523	14.066814	0.000881922	-3.0545698236	1	0.0036844151	3.93741	8.82627	-2960.893206	-2952.887559	16.011294	0.000333574	-3.4768078072	1	0.0015155328	4.10774	8.48621	-3010.046797	-3002.955064	14.183466	0.000831954	-3.0799006858	1	0.0036046922
ENSG00000149021	ENSG00000170776	ENSG00000170776	ENST00000278282	ENSP00000278282	7356	SCGB1A1	secretoglobin, family 1A, member 1 (uteroglobin) [Source:HGNC Symbol;Acc:HGNC:12523]	1	3.10061	9.0556	-818.842686	-810.721238	16.242896	0.000297098	-3.5271002718	1	0.0013351962	2.46403	4.93577	-858.273705	-852.292502	11.962406	0.002525786	-2.5976034483	1	0.0096608485	3.08413	8.49135	-818.830239	-810.69452	16.271438	0.000292888	-3.5332984216	1	0.0013440386	2.46292	4.90208	-858.251505	-852.292349	11.918312	0.00258209	-2.5880286243	1	0.0101815461
ENSG00000149516	ENSG00000153495	ENSG00000153495	ENST00000278865	ENSP00000278865	932	MS4A3	membrane-spanning 4-domains, subfamily A, member 3 (hematopoietic cell-specific) [Source:HGNC Symbol;Acc:HGNC:7317]	9	3.66432	9.96693	-1991.061845	-1964.879745	52.3642	0	-Inf	0	0	3.3547	10.04088	-2011.238498	-1976.833352	68.810292	0	-Inf	0	0	3.66154	9.97209	-1990.866891	-1964.85569	52.022402	0	-Inf	0	0	3.35222	10.00174	-2003.383389	-1976.823271	53.120236	0	-Inf	0	0
ENSG00000150048	ENSG00000150048	ENSG00000150048	ENST00000315330	ENSP00000326407	51267	CLEC1A	C-type lectin domain family 1, member A [Source:HGNC Symbol;Acc:HGNC:24355]	1	3.78468	7.9611	-1904.48689	-1897.089779	14.794222	0.000613021	-3.2125246478	1	0.0025932448	3.59447	7.56718	-1942.646201	-1936.077025	13.138352	0.001402953	-2.8529568779	1	0.0056382349	3.78445	7.86917	-1904.483111	-1897.090169	14.785884	0.000615582	-3.2107140877	1	0.0026733847	3.59437	7.53618	-1942.646171	-1936.076898	13.138546	0.001402817	-2.8529989798	1	0.0058124188
ENSG00000150477	ENSG00000137337	ENSG00000137337	ENST00000280020	ENSP00000280020	57536	KIAA1328	KIAA1328 [Source:HGNC Symbol;Acc:HGNC:29248]	3	5.00353	5.52204	-3552.385641	-3542.268008	20.235266	0.000040362	-4.3940273219	0.447856752	0.0002103601	4.7821	5.40135	-3615.026192	-3605.901632	18.24912	0.000108957	-3.962744863	1	0.0005349499	5.0019	5.28257	-3551.917184	-3542.258535	19.317298	0.000063871	-4.1946962842	0.708712616	0.0003302482	4.78327	5.58945	-3614.567748	-3605.897769	17.339958	0.000171663	-3.765323302	1	0.0008417025
ENSG00000151418	ENSG00000186652	ENSG00000186652	ENST00000281087	ENSP00000281087	127124	ATP6V1G3	ATPase, H+ transporting, lysosomal 13kDa, V1 subunit G3 [Source:HGNC Symbol;Acc:HGNC:18265]	1	4.13446	7.04518	-792.167869	-786.117667	12.100404	0.002357386	-2.6275693	1	0.008848833	3.72739	7.82374	-821.390957	-815.174585	12.432744	0.001996475	-2.6997361237	1	0.0077975666	4.12344	7.01143	-792.135457	-786.11711	12.036694	0.002433689	-2.6137349209	1	0.0093085878	3.72636	7.87592	-821.264155	-815.174988	12.178334	0.002267297	-2.6444915866	1	0.0090431084
ENSG00000151806	ENSG00000139547	ENSG00000139547	ENST00000281543	ENSP00000281543	60558	GUF1	GUF1 GTPase homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:HGNC:25799]	1	4.68599	12.51424	-3668.856974	-3662.597192	12.519564	0.001911662	-2.7185888927	1	0.0072917847	4.91485	14.06424	-3712.439326	-3705.256693	14.365266	0.000759665	-3.1193778824	1	0.0032135886	4.68563	12.83772	-3668.840185	-3662.552492	12.575386	0.001859044	-2.7307103312	1	0.007273608	4.87089	6.14497	-3712.437764	-3706.94849	10.978548	0.004130842	-2.383961416	1	0.0155533841
ENSG00000152291	ENSG00000100578	ENSG00000100578	ENST00000409232	ENSP00000386443	10618	TGOLN2	trans-golgi network protein 2 [Source:HGNC Symbol;Acc:HGNC:15450]	6	2.8404	11.97051	-2655.49548	-2619.816696	71.357568	0	-Inf	0	0	3.39531	10.73991	-2711.857044	-2679.898295	63.917498	0	-Inf	0	0	2.83698	11.89013	-2655.451894	-2619.815297	71.273194	0	-Inf	0	0	3.39132	10.6643	-2711.789677	-2679.896846	63.785662	0	-Inf	0	0
ENSG00000152705	ENSG00000197142	ENSG00000197142	ENST00000282611	ENSP00000282611	347732	CATSPER3	cation channel, sperm associated 3 [Source:HGNC Symbol;Acc:HGNC:20819]	1	4.42417	4.14008	-2730.19126	-2722.279653	15.823214	0.000366465	-3.4359674972	1	0.0016181041	4.327	4.42208	-2769.79384	-2761.270735	17.04621	0.000198821	-3.7015377462	1	0.0009301554	4.42386	4.13424	-2730.191247	-2722.272885	15.836724	0.000363998	-3.4389010026	1	0.0016438428	4.32672	4.4153	-2769.792207	-2761.263006	17.058402	0.000197613	-3.7041844887	1	0.0009566814
ENSG00000153002	ENSG00000169551	ENSG00000169551	ENST00000491148	ENSP00000417222	1360	CPB1	carboxypeptidase B1 (tissue) [Source:HGNC Symbol;Acc:HGNC:2299]	1	4.08587	10.45526	-2572.107207	-2563.370948	17.472518	0.000160654	-3.7941084568	1	0.0007534306	4.14794	9.41644	-2615.924548	-2608.274298	15.3005	0.000475925	-3.3224614814	1	0.0020930891	4.08447	10.4971	-2571.873887	-2563.360235	17.027304	0.000200709	-3.6974331529	1	0.0009452746	4.1468	9.46011	-2615.766063	-2608.268563	14.995	0.000554469	-3.25612273	1	0.0024938744
ENSG00000153237	ENSG00000183035	ENSG00000183035	ENST00000283233	ENSP00000283233	130940	CCDC148	coiled-coil domain containing 148 [Source:HGNC Symbol;Acc:HGNC:25191]	2	3.22312	10.39861	-3638.038284	-3625.568837	24.938894	0.000003842	-5.4154426395	0.042630832	2.35269492273731E-05	3.58357	10.16843	-3694.452289	-3682.958614	22.98735	0.000010194	-4.9916553707	0.113112624	5.93144331410593E-05	3.1935	10.02039	-3637.728992	-3625.538591	24.380802	0.000005079	-5.2942217872	0.056356584	3.14139264214047E-05	3.57753	10.15861	-3694.137433	-3682.946961	22.380944	0.000013805	-4.859963589	0.15318028	8.1305881104034E-05
ENSG00000153495	ENSG00000167196	ENSG00000167196	ENST00000283547	ENSP00000283547	121793	TEX29	testis expressed 29 [Source:HGNC Symbol;Acc:HGNC:20370]	1	5.81728	9.00231	-1161.737816	-1154.274415	14.926802	0.000573702	-3.2413136361	1	0.0024380687	5.93906	7.50002	-1202.667197	-1196.054609	13.225176	0.001343351	-2.8718104971	1	0.0054281947	5.81573	8.98935	-1161.37794	-1154.26517	14.22554	0.000814635	-3.0890369348	1	0.0034435009	5.93743	7.48353	-1202.014692	-1196.040127	11.94913	0.002542608	-2.5947205909	1	0.0100294271
