Ensembl Gene ID,Gene Start (bp),Gene End (bp),Strand,Chromosome Name,Associated Gene Name,Description
ENSG00000184371,110452864,110473614,1,1,CSF1,colony stimulating factor 1 (macrophage) [Source:HGNC Symbol;Acc:2432]
ENSG00000204970,140165876,140391929,1,5,PCDHA1,protocadherin alpha 1 [Source:HGNC Symbol;Acc:8663]
ENSG00000167460,16177831,16213813,1,19,TPM4,tropomyosin 4 [Source:HGNC Symbol;Acc:12013]
ENSG00000144357,170683968,170940641,1,2,UBR3,ubiquitin protein ligase E3 component n-recognin 3 (putative) [Source:HGNC Symbol;Acc:30467]
ENSG00000012504,100867486,100958191,1,12,NR1H4,"nuclear receptor subfamily 1, group H, member 4 [Source:HGNC Symbol;Acc:7967]"
ENSG00000267645,102277496,102312088,-1,7,POLR2J2,polymerase (RNA) II (DNA directed) polypeptide J2 [Source:HGNC Symbol;Acc:23208]
ENSG00000272712,10958650,10959892,-1,HSCHR12_2_CTG2,TAS2R8,"taste receptor, type 2, member 8 [Source:HGNC Symbol;Acc:14915]"
ENSG00000140600,84115980,84287495,1,15,SH3GL3,SH3-domain GRB2-like 3 [Source:HGNC Symbol;Acc:10832]
ENSG00000105997,27145803,27192200,-1,7,HOXA3,homeobox A3 [Source:HGNC Symbol;Acc:5104]
ENSG00000185386,50702142,50709196,-1,22,MAPK11,mitogen-activated protein kinase 11 [Source:HGNC Symbol;Acc:6873]
ENSG00000273086,10961736,10962767,-1,HSCHR12_2_CTG2,TAS2R9,"taste receptor, type 2, member 9 [Source:HGNC Symbol;Acc:14917]"
ENSG00000173678,102290772,102301847,1,7,SPDYE2B,speedy/RINGO cell cycle regulator family member E2B [Source:HGNC Symbol;Acc:48334]
ENSG00000116922,38147242,38157914,-1,1,C1orf109,chromosome 1 open reading frame 109 [Source:HGNC Symbol;Acc:26039]
ENSG00000263247,10977559,11356160,-1,HSCHR12_2_CTG2,PRR4,proline rich 4 (lacrimal) [Source:HGNC Symbol;Acc:18020]
ENSG00000138039,48859428,48982880,-1,2,LHCGR,luteinizing hormone/choriogonadotropin receptor [Source:HGNC Symbol;Acc:6585]
ENSG00000197576,27168126,27170418,-1,7,HOXA4,homeobox A4 [Source:HGNC Symbol;Acc:5105]
ENSG00000138823,100484918,100545156,1,4,MTTP,microsomal triglyceride transfer protein [Source:HGNC Symbol;Acc:7467]
ENSG00000106004,27180671,27183287,-1,7,HOXA5,homeobox A5 [Source:HGNC Symbol;Acc:5106]
ENSG00000170296,7143333,7146089,-1,17,GABARAP,GABA(A) receptor-associated protein [Source:HGNC Symbol;Acc:4067]
ENSG00000101413,36661948,36720768,1,20,RPRD1B,regulation of nuclear pre-mRNA domain containing 1B [Source:HGNC Symbol;Acc:16209]
ENSG00000170779,105475910,105487485,-1,14,CDCA4,cell division cycle associated 4 [Source:HGNC Symbol;Acc:14625]
ENSG00000101901,110909043,111003877,1,X,ALG13,"ALG13, UDP-N-acetylglucosaminyltransferase subunit [Source:HGNC Symbol;Acc:30881]"
ENSG00000106006,27185015,27190222,-1,7,HOXA6,homeobox A6 [Source:HGNC Symbol;Acc:5107]
ENSG00000174231,1553923,1588176,-1,17,PRPF8,pre-mRNA processing factor 8 [Source:HGNC Symbol;Acc:17340]
ENSG00000249967,99344131,99433667,1,10,PI4K2A,Phosphatidylinositol 4-kinase type 2-alpha; Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:E9PAM4]
ENSG00000185627,236546,252983,1,11,PSMD13,"proteasome (prosome, macropain) 26S subunit, non-ATPase, 13 [Source:HGNC Symbol;Acc:9558]"
ENSG00000165120,129847700,129856683,1,7,SSMEM1,serine-rich single-pass membrane protein 1 [Source:HGNC Symbol;Acc:29580]
ENSG00000122592,27193335,27197555,-1,7,HOXA7,homeobox A7 [Source:HGNC Symbol;Acc:5108]
ENSG00000203942,99349450,99350690,1,10,C10orf62,chromosome 10 open reading frame 62 [Source:HGNC Symbol;Acc:23294]
ENSG00000147400,151995517,151999321,-1,X,CETN2,"centrin, EF-hand protein, 2 [Source:HGNC Symbol;Acc:1867]"
ENSG00000078399,27202054,27210117,-1,7,HOXA9,homeobox A9 [Source:HGNC Symbol;Acc:5109]
ENSG00000073712,53323986,53419153,-1,14,FERMT2,fermitin family member 2 [Source:HGNC Symbol;Acc:15767]
ENSG00000137501,85405267,85522184,-1,11,SYTL2,synaptotagmin-like 2 [Source:HGNC Symbol;Acc:15585]
ENSG00000158516,129906667,129929638,1,7,CPA2,carboxypeptidase A2 (pancreatic) [Source:HGNC Symbol;Acc:2297]
ENSG00000171160,99374310,99393344,-1,10,MORN4,MORN repeat containing 4 [Source:HGNC Symbol;Acc:24001]
ENSG00000257184,27203154,27219632,-1,7,RP1-170O19.20,Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:D6RAR5]
ENSG00000222011,102389418,102449672,1,7,FAM185A,"family with sequence similarity 185, member A [Source:HGNC Symbol;Acc:22412]"
ENSG00000167461,16222439,16245044,1,19,RAB8A,"RAB8A, member RAS oncogene family [Source:HGNC Symbol;Acc:7007]"
ENSG00000169344,20344374,20367623,-1,16,UMOD,uromodulin [Source:HGNC Symbol;Acc:12559]
ENSG00000147383,151999511,152038273,1,X,NSDHL,NAD(P) dependent steroid dehydrogenase-like [Source:HGNC Symbol;Acc:13398]
ENSG00000272805,10977916,10978957,-1,HSCHR12_2_CTG2,TAS2R10,"taste receptor, type 2, member 10 [Source:HGNC Symbol;Acc:14918]"
ENSG00000253293,27210210,27219880,-1,7,HOXA10,homeobox A10 [Source:HGNC Symbol;Acc:5100]
ENSG00000204577,54720147,54746602,-1,19,LILRB3,"leukocyte immunoglobulin-like receptor, subfamily B (with TM and ITIM domains), member 3 [Source:HGNC Symbol;Acc:6607]"
ENSG00000152413,78668459,78810040,-1,5,HOMER1,homer homolog 1 (Drosophila) [Source:HGNC Symbol;Acc:17512]
ENSG00000273457,11060525,11062161,-1,HSCHR12_2_CTG2,TAS2R13,"taste receptor, type 2, member 13 [Source:HGNC Symbol;Acc:14919]"
ENSG00000272803,11081835,11084940,1,HSCHR12_2_CTG2,PRH2,proline-rich protein HaeIII subfamily 2 [Source:HGNC Symbol;Acc:9367]
ENSG00000168710,110527308,110566357,1,1,AHCYL1,adenosylhomocysteinase-like 1 [Source:HGNC Symbol;Acc:344]
ENSG00000183484,105515728,105531782,-1,14,GPR132,G protein-coupled receptor 132 [Source:HGNC Symbol;Acc:17482]
ENSG00000261984,11090005,11356120,-1,HSCHR12_2_CTG2,TAS2R14,"taste receptor, type 2, member 14 [Source:HGNC Symbol;Acc:14920]"
ENSG00000005073,27221129,27224842,-1,7,HOXA11,homeobox A11 [Source:HGNC Symbol;Acc:5101]
ENSG00000231608,31984751,32061164,-1,HSCHR6_MHC_DBB,TNXB,tenascin XB [Source:HGNC Symbol;Acc:11976]
ENSG00000174173,101280706,101285290,1,3,TRMT10C,tRNA methyltransferase 10 homolog C (S. cerevisiae) [Source:HGNC Symbol;Acc:26022]
ENSG00000273431,11138512,11139511,-1,HSCHR12_2_CTG2,TAS2R50,"taste receptor, type 2, member 50 [Source:HGNC Symbol;Acc:18882]"
ENSG00000156218,84322838,84708594,1,15,ADAMTSL3,ADAMTS-like 3 [Source:HGNC Symbol;Acc:14633]
ENSG00000262526,7143746,7147954,-1,17,CTD-2545G14.7,
ENSG00000273092,11149094,11150474,-1,HSCHR12_2_CTG2,TAS2R20,"taste receptor, type 2, member 20 [Source:HGNC Symbol;Acc:19109]"
ENSG00000106031,27233122,27239725,-1,7,HOXA13,homeobox A13 [Source:HGNC Symbol;Acc:5102]
ENSG00000273404,10954131,10955226,-1,HG1133_PATCH,TAS2R7,"taste receptor, type 2, member 7 [Source:HGNC Symbol;Acc:14913]"
ENSG00000263028,11174218,11175219,-1,HSCHR12_2_CTG2,TAS2R19,"taste receptor, type 2, member 19 [Source:HGNC Symbol;Acc:19108]"
ENSG00000206483,126290625,126327398,-1,3,TXNRD3NB,thioredoxin reductase 3 neighbor [Source:HGNC Symbol;Acc:33870]
ENSG00000263097,11182986,11184006,-1,HSCHR12_2_CTG2,TAS2R31,"taste receptor, type 2, member 31 [Source:HGNC Symbol;Acc:19113]"
ENSG00000273359,10958650,10959892,-1,HG1133_PATCH,TAS2R8,"taste receptor, type 2, member 8 [Source:HGNC Symbol;Acc:14915]"
ENSG00000106153,56169262,56174269,-1,7,CHCHD2,coiled-coil-helix-coiled-coil-helix domain containing 2 [Source:HGNC Symbol;Acc:21645]
ENSG00000119986,99437181,99447080,-1,10,AVPI1,arginine vasopressin-induced 1 [Source:HGNC Symbol;Acc:30898]
ENSG00000272930,10961736,10962767,-1,HG1133_PATCH,TAS2R9,"taste receptor, type 2, member 9 [Source:HGNC Symbol;Acc:14917]"
ENSG00000106038,27282164,27290112,1,7,EVX1,even-skipped homeobox 1 [Source:HGNC Symbol;Acc:3506]
ENSG00000196576,50713408,50746056,-1,22,PLXNB2,plexin B2 [Source:HGNC Symbol;Acc:9104]
ENSG00000262525,11213964,11214893,-1,HSCHR12_2_CTG2,TAS2R46,"taste receptor, type 2, member 46 [Source:HGNC Symbol;Acc:18877]"
ENSG00000205309,17206649,17250977,1,17,NT5M,"5',3'-nucleotidase, mitochondrial [Source:HGNC Symbol;Acc:15769]"
ENSG00000196684,16244838,16269386,1,19,HSH2D,hematopoietic SH2 domain containing [Source:HGNC Symbol;Acc:24920]
ENSG00000262612,11243907,11244933,-1,HSCHR12_2_CTG2,TAS2R43,"taste receptor, type 2, member 43 [Source:HGNC Symbol;Acc:18875]"
ENSG00000105193,39923847,39926588,-1,19,RPS16,ribosomal protein S16 [Source:HGNC Symbol;Acc:10396]
ENSG00000226858,29636767,29645520,-1,HSCHR6_MHC_COX,ZFP57,ZFP57 zinc finger protein [Source:HGNC Symbol;Acc:18791]
ENSG00000262111,11317505,11319191,-1,HSCHR12_2_CTG2,TAS2R30,"taste receptor, type 2, member 30 [Source:HGNC Symbol;Acc:19112]"
ENSG00000263040,10977559,11320498,-1,HG1133_PATCH,PRR4,proline rich 4 (lacrimal) [Source:HGNC Symbol;Acc:18020]
ENSG00000127995,94138531,94186331,1,7,CASD1,CAS1 domain containing 1 [Source:HGNC Symbol;Acc:16014]
ENSG00000155254,99472930,99477907,1,10,MARVELD1,MARVEL domain containing 1 [Source:HGNC Symbol;Acc:28674]
ENSG00000138835,116207011,116360018,1,9,RGS3,regulator of G-protein signaling 3 [Source:HGNC Symbol;Acc:9999]
ENSG00000159685,126423063,126679249,1,3,CHCHD6,coiled-coil-helix-coiled-coil-helix domain containing 6 [Source:HGNC Symbol;Acc:28184]
ENSG00000224838,59726565,59726939,1,5,FKSG52,
ENSG00000010278,6308881,6347425,1,12,CD9,CD9 molecule [Source:HGNC Symbol;Acc:1709]
ENSG00000167654,3879862,3928077,1,19,ATCAY,"ataxia, cerebellar, Cayman type [Source:HGNC Symbol;Acc:779]"
ENSG00000035720,68424446,68473055,1,4,STAP1,signal transducing adaptor family member 1 [Source:HGNC Symbol;Acc:24133]
ENSG00000175826,7146910,7155810,-1,17,CTDNEP1,CTD nuclear envelope phosphatase 1 [Source:HGNC Symbol;Acc:19085]
ENSG00000141977,16272179,16284336,-1,19,CIB3,calcium and integrin binding family member 3 [Source:HGNC Symbol;Acc:24580]
ENSG00000112282,131895106,131949369,-1,6,MED23,mediator complex subunit 23 [Source:HGNC Symbol;Acc:2372]
ENSG00000213619,47586888,47606114,1,11,NDUFS3,"NADH dehydrogenase (ubiquinone) Fe-S protein 3, 30kDa (NADH-coenzyme Q reductase) [Source:HGNC Symbol;Acc:7710]"
ENSG00000204969,140174444,140391929,1,5,PCDHA2,protocadherin alpha 2 [Source:HGNC Symbol;Acc:8668]
ENSG00000170325,129769601,129872730,-1,11,PRDM10,PR domain containing 10 [Source:HGNC Symbol;Acc:13995]
ENSG00000111711,21654715,21671342,1,12,GOLT1B,golgi transport 1B [Source:HGNC Symbol;Acc:20175]
ENSG00000105058,16296191,16302857,1,19,FAM32A,"family with sequence similarity 32, member A [Source:HGNC Symbol;Acc:24563]"
ENSG00000035499,59892739,59996017,-1,5,DEPDC1B,DEP domain containing 1B [Source:HGNC Symbol;Acc:24902]
ENSG00000143093,110574199,110617263,1,1,STRIP1,striatin interacting protein 1 [Source:HGNC Symbol;Acc:25916]
ENSG00000198959,36756863,36794980,-1,20,TGM2,transglutaminase 2 [Source:HGNC Symbol;Acc:11778]
ENSG00000128510,129932974,129964020,1,7,CPA4,carboxypeptidase A4 [Source:HGNC Symbol;Acc:15740]
ENSG00000169340,20370492,20416059,-1,16,PDILT,"protein disulfide isomerase-like, testis expressed [Source:HGNC Symbol;Acc:27338]"
ENSG00000010256,48636435,48648409,-1,3,UQCRC1,ubiquinol-cytochrome c reductase core protein I [Source:HGNC Symbol;Acc:12585]
ENSG00000239665,13652047,13710299,1,10,RP11-295P9.3,Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:M0QXX3]
ENSG00000081154,101292939,101313281,1,3,PCNP,PEST proteolytic signal containing nuclear protein [Source:HGNC Symbol;Acc:30023]
ENSG00000160789,156052364,156109880,1,1,LMNA,lamin A/C [Source:HGNC Symbol;Acc:6636]
ENSG00000110536,47586982,47595013,1,11,PTPMT1,"protein tyrosine phosphatase, mitochondrial 1 [Source:HGNC Symbol;Acc:26965]"
ENSG00000142615,15783223,15798586,1,1,CELA2A,"chymotrypsin-like elastase family, member 2A [Source:HGNC Symbol;Acc:24609]"
ENSG00000033178,68478370,68566897,-1,4,UBA6,ubiquitin-like modifier activating enzyme 6 [Source:HGNC Symbol;Acc:25581]
ENSG00000077009,3933101,3942414,1,19,NMRK2,nicotinamide riboside kinase 2 [Source:HGNC Symbol;Acc:17871]
ENSG00000235134,32082523,32085891,1,HSCHR6_MHC_MCF,CYP21A2,"cytochrome P450, family 21, subfamily A, polypeptide 2 [Source:HGNC Symbol;Acc:2600]"
ENSG00000141026,17380300,17396540,1,17,MED9,mediator complex subunit 9 [Source:HGNC Symbol;Acc:25487]
ENSG00000164329,78907943,78982471,1,5,PAPD4,PAP associated domain containing 4 [Source:HGNC Symbol;Acc:26776]
ENSG00000215704,15792404,15817895,1,1,CELA2B,"chymotrypsin-like elastase family, member 2B [Source:HGNC Symbol;Acc:29995]"
ENSG00000147394,152082986,152142024,1,X,ZNF185,zinc finger protein 185 (LIM domain) [Source:HGNC Symbol;Acc:12976]
ENSG00000149633,36838890,36889174,-1,20,KIAA1755,KIAA1755 [Source:HGNC Symbol;Acc:29372]
ENSG00000123444,47593749,47600567,-1,11,KBTBD4,kelch repeat and BTB (POZ) domain containing 4 [Source:HGNC Symbol;Acc:23761]
ENSG00000185290,56182374,56184093,-1,7,NUPR1L,"nuclear protein, transcriptional regulator, 1-like [Source:HGNC Symbol;Acc:44164]"
ENSG00000140995,90014333,90034468,1,16,DEF8,differentially expressed in FDCP 8 homolog (mouse) [Source:HGNC Symbol;Acc:25969]
ENSG00000183549,20420856,20452658,1,16,ACSM5,acyl-CoA synthetase medium-chain family member 5 [Source:HGNC Symbol;Acc:26060]
ENSG00000156150,110602616,110613322,-1,1,ALX3,ALX homeobox 3 [Source:HGNC Symbol;Acc:449]
ENSG00000268427,50714103,50714350,1,22,AL022328.1,Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:M0QZK9]
ENSG00000170525,6186881,6277495,1,10,PFKFB3,"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3 [Source:HGNC Symbol;Acc:8874]"
ENSG00000185177,57187321,57207571,-1,7,ZNF479,zinc finger protein 479 [Source:HGNC Symbol;Acc:23258]
ENSG00000072958,16308389,16346160,1,19,AP1M1,"adaptor-related protein complex 1, mu 1 subunit [Source:HGNC Symbol;Acc:13667]"
ENSG00000186150,110655062,110656569,1,1,UBL4B,ubiquitin-like 4B [Source:HGNC Symbol;Acc:32309]
ENSG00000182111,57509883,57533252,1,7,ZNF716,zinc finger protein 716 [Source:HGNC Symbol;Acc:32458]
ENSG00000259511,84841242,84850986,1,15,UBE2Q2L,ubiquitin-conjugating enzyme E2Q family member 2-like [Source:HGNC Symbol;Acc:44656]
ENSG00000134690,38158090,38175391,1,1,CDCA8,cell division cycle associated 8 [Source:HGNC Symbol;Acc:14629]
ENSG00000230000,62809239,62812151,1,7,AC006455.1,
ENSG00000273279,10977916,10978957,-1,HG1133_PATCH,TAS2R10,"taste receptor, type 2, member 10 [Source:HGNC Symbol;Acc:14918]"
ENSG00000268181,62858414,62858860,-1,7,AC073188.1,
ENSG00000205593,50747459,50765489,-1,22,DENND6B,DENN/MADD domain containing 6B [Source:HGNC Symbol;Acc:32690]
ENSG00000184916,105607318,105635161,-1,14,JAG2,jagged 2 [Source:HGNC Symbol;Acc:6189]
ENSG00000273105,11060525,11062161,-1,HG1133_PATCH,TAS2R13,"taste receptor, type 2, member 13 [Source:HGNC Symbol;Acc:14919]"
ENSG00000257482,63505821,63538927,1,7,ZNF727,zinc finger protein 727 [Source:HGNC Symbol;Acc:22785]
ENSG00000197106,110693108,110744824,1,1,SLC6A17,"solute carrier family 6 (neutral amino acid transporter), member 17 [Source:HGNC Symbol;Acc:31399]"
ENSG00000273050,11081835,11084940,1,HG1133_PATCH,PRH2,proline-rich protein HaeIII subfamily 2 [Source:HGNC Symbol;Acc:9367]
ENSG00000255408,140180783,140391929,1,5,PCDHA3,protocadherin alpha 3 [Source:HGNC Symbol;Acc:8669]
ENSG00000197123,63688852,63727309,1,7,ZNF679,zinc finger protein 679 [Source:HGNC Symbol;Acc:28650]
ENSG00000196497,24649425,24658170,-1,14,IPO4,importin 4 [Source:HGNC Symbol;Acc:19426]
ENSG00000262103,11090005,11320458,-1,HG1133_PATCH,TAS2R14,"taste receptor, type 2, member 14 [Source:HGNC Symbol;Acc:14920]"
ENSG00000101425,36888551,36965907,1,20,BPI,bactericidal/permeability-increasing protein [Source:HGNC Symbol;Acc:1095]
ENSG00000167657,3958451,3971121,-1,19,DAPK3,death-associated protein kinase 3 [Source:HGNC Symbol;Acc:2676]
ENSG00000272952,11138512,11139511,-1,HG1133_PATCH,TAS2R50,"taste receptor, type 2, member 50 [Source:HGNC Symbol;Acc:18882]"
ENSG00000234444,63767837,63815238,1,7,ZNF736,zinc finger protein 736 [Source:HGNC Symbol;Acc:32467]
ENSG00000204967,140186659,140391929,1,5,PCDHA4,protocadherin alpha 4 [Source:HGNC Symbol;Acc:8670]
ENSG00000272873,11149094,11150474,-1,HG1133_PATCH,TAS2R20,"taste receptor, type 2, member 20 [Source:HGNC Symbol;Acc:19109]"
ENSG00000157657,116638562,116818871,1,9,ZNF618,zinc finger protein 618 [Source:HGNC Symbol;Acc:29416]
ENSG00000262393,11174217,11175218,-1,HG1133_PATCH,TAS2R19,"taste receptor, type 2, member 19 [Source:HGNC Symbol;Acc:19108]"
ENSG00000109163,68605046,68620078,-1,4,GNRHR,gonadotropin-releasing hormone receptor [Source:HGNC Symbol;Acc:4421]
ENSG00000132906,15817327,15853029,-1,1,CASP9,"caspase 9, apoptosis-related cysteine peptidase [Source:HGNC Symbol;Acc:1511]"
ENSG00000262379,11183296,11184316,-1,HG1133_PATCH,TAS2R31,"taste receptor, type 2, member 31 [Source:HGNC Symbol;Acc:19113]"
ENSG00000163947,56761446,57113357,-1,3,ARHGEF3,Rho guanine nucleotide exchange factor (GEF) 3 [Source:HGNC Symbol;Acc:683]
ENSG00000262889,11216134,11217063,-1,HG1133_PATCH,TAS2R46,"taste receptor, type 2, member 46 [Source:HGNC Symbol;Acc:18877]"
ENSG00000262908,11281895,11283582,-1,HG1133_PATCH,TAS2R30,"taste receptor, type 2, member 30 [Source:HGNC Symbol;Acc:19112]"
ENSG00000258677,74600926,74791089,-1,8,RP11-463D19.2,Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:H3BMM0]
ENSG00000204965,140201222,140391929,1,5,PCDHA5,protocadherin alpha 5 [Source:HGNC Symbol;Acc:8671]
ENSG00000174885,278365,285359,1,11,NLRP6,"NLR family, pyrin domain containing 6 [Source:HGNC Symbol;Acc:22944]"
ENSG00000248713,100557686,100575805,-1,4,RP11-766F14.2,Protein LOC285556  [Source:UniProtKB/TrEMBL;Acc:D6RIA3]
ENSG00000108551,17397751,17399709,-1,17,RASD1,"RAS, dexamethasone-induced 1 [Source:HGNC Symbol;Acc:15828]"
ENSG00000116396,110753965,110825722,1,1,KCNC4,"potassium voltage-gated channel, Shaw-related subfamily, member 4 [Source:HGNC Symbol;Acc:6236]"
ENSG00000184206,84904525,84914120,1,15,GOLGA6L4,golgin A6 family-like 4 [Source:HGNC Symbol;Acc:27256]
ENSG00000070190,100737990,100791311,1,4,DAPP1,dual adaptor of phosphotyrosine and 3-phosphoinositides [Source:HGNC Symbol;Acc:16500]
ENSG00000161040,102453308,102715286,-1,7,FBXL13,F-box and leucine-rich repeat protein 13 [Source:HGNC Symbol;Acc:21658]
ENSG00000103037,58549383,58554431,1,16,SETD6,SET domain containing 6 [Source:HGNC Symbol;Acc:26116]
ENSG00000244482,54720737,54746649,-1,19,LILRA6,"leukocyte immunoglobulin-like receptor, subfamily A (with TM domain), member 6 [Source:HGNC Symbol;Acc:15495]"
ENSG00000183317,38179552,38230805,-1,1,EPHA10,EPH receptor A10 [Source:HGNC Symbol;Acc:19987]
ENSG00000161010,179261436,179289173,-1,5,C5orf45,chromosome 5 open reading frame 45 [Source:HGNC Symbol;Acc:30817]
ENSG00000106927,116822407,116840752,-1,9,AMBP,alpha-1-microglobulin/bikunin precursor [Source:HGNC Symbol;Acc:453]
ENSG00000155256,99496878,99520664,1,10,ZFYVE27,"zinc finger, FYVE domain containing 27 [Source:HGNC Symbol;Acc:26559]"
ENSG00000081842,140207563,140391929,1,5,PCDHA6,protocadherin alpha 6 [Source:HGNC Symbol;Acc:8672]
ENSG00000008323,6419602,6437672,1,12,PLEKHG6,"pleckstrin homology domain containing, family G (with RhoGef domain) member 6 [Source:HGNC Symbol;Acc:25562]"
ENSG00000104343,74692332,74791145,-1,8,UBE2W,ubiquitin-conjugating enzyme E2W (putative) [Source:HGNC Symbol;Acc:25616]
ENSG00000187068,184795838,184870802,-1,3,C3orf70,chromosome 3 open reading frame 70 [Source:HGNC Symbol;Acc:33731]
ENSG00000156831,126103921,126379362,1,8,NSMCE2,"non-SMC element 2, MMS21 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:26513]"
ENSG00000204963,140213969,140391929,1,5,PCDHA7,protocadherin alpha 7 [Source:HGNC Symbol;Acc:8673]
ENSG00000134548,21679241,21690311,1,12,C12orf39,chromosome 12 open reading frame 39 [Source:HGNC Symbol;Acc:28139]
ENSG00000114554,126707437,126756235,1,3,PLXNA1,plexin A1 [Source:HGNC Symbol;Acc:9099]
ENSG00000127528,16435628,16438685,1,19,KLF2,Kruppel-like factor 2 [Source:HGNC Symbol;Acc:6347]
ENSG00000183747,20462783,20498991,1,16,ACSM2A,acyl-CoA synthetase medium-chain family member 2A [Source:HGNC Symbol;Acc:32017]
ENSG00000136883,116848406,116861507,-1,9,KIF12,kinesin family member 12 [Source:HGNC Symbol;Acc:21495]
ENSG00000206258,32085376,32161818,-1,HSCHR6_MHC_MCF,TNXB,tenascin XB [Source:HGNC Symbol;Acc:11976]
ENSG00000162775,110881128,110889299,1,1,RBM15,RNA binding motif protein 15 [Source:HGNC Symbol;Acc:14959]
ENSG00000176371,85144217,85171027,1,15,ZSCAN2,zinc finger and SCAN domain containing 2 [Source:HGNC Symbol;Acc:20994]
ENSG00000204962,140220907,140391929,1,5,PCDHA8,protocadherin alpha 8 [Source:HGNC Symbol;Acc:8674]
ENSG00000111713,21689123,21757781,-1,12,GYS2,glycogen synthase 2 (liver) [Source:HGNC Symbol;Acc:4707]
ENSG00000185090,38259474,38266809,1,1,MANEAL,"mannosidase, endo-alpha-like [Source:HGNC Symbol;Acc:26452]"
ENSG00000116138,15853308,15918874,1,1,DNAJC16,"DnaJ (Hsp40) homolog, subfamily C, member 16 [Source:HGNC Symbol;Acc:29157]"
ENSG00000113790,184908412,184999778,-1,3,EHHADH,"enoyl-CoA, hydratase/3-hydroxyacyl CoA dehydrogenase [Source:HGNC Symbol;Acc:3247]"
ENSG00000268485,242167319,242168850,1,2,AC104841.2,"HCG1777198, isoform CRA_a; PRO2900; Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:Q9P1C0]"
ENSG00000109270,100799493,100815647,-1,4,LAMTOR3,"late endosomal/lysosomal adaptor, MAPK and MTOR activator 3 [Source:HGNC Symbol;Acc:15606]"
ENSG00000231880,47599277,47599823,1,11,KBTBD4,HCG1992246; KBTBD4 protein; Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:Q8TB35]
ENSG00000204961,140227048,140391929,1,5,PCDHA9,protocadherin alpha 9 [Source:HGNC Symbol;Acc:8675]
ENSG00000066422,101367733,101396339,-1,3,ZBTB11,zinc finger and BTB domain containing 11 [Source:HGNC Symbol;Acc:16740]
ENSG00000196666,47608198,47610746,1,11,FAM180B,"family with sequence similarity 180, member B [Source:HGNC Symbol;Acc:34451]"
ENSG00000137403,29684537,29700280,1,HSCHR6_MHC_COX,HLA-F,"major histocompatibility complex, class I, F [Source:HGNC Symbol;Acc:4963]"
ENSG00000173041,63980262,64023484,-1,7,ZNF680,zinc finger protein 680 [Source:HGNC Symbol;Acc:26897]
ENSG00000267981,129936836,129944012,1,11,AP003041.2,Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:M0QYB7]
ENSG00000172247,47611216,47616211,-1,11,C1QTNF4,C1q and tumor necrosis factor related protein 4 [Source:HGNC Symbol;Acc:14346]
ENSG00000153802,68686594,68749750,-1,4,TMPRSS11D,"transmembrane protease, serine 11D [Source:HGNC Symbol;Acc:24059]"
ENSG00000250120,140235595,140391929,1,5,PCDHA10,protocadherin alpha 10 [Source:HGNC Symbol;Acc:8664]
ENSG00000114391,101399935,101405626,-1,3,RPL24,ribosomal protein L24 [Source:HGNC Symbol;Acc:10325]
ENSG00000129988,36974759,37005665,1,20,LBP,lipopolysaccharide binding protein [Source:HGNC Symbol;Acc:6517]
ENSG00000106049,27565061,27702614,-1,7,HIBADH,3-hydroxyisobutyrate dehydrogenase [Source:HGNC Symbol;Acc:4907]
ENSG00000262302,7150148,7165408,-1,17,RP1-4G17.5,Claudin  [Source:UniProtKB/TrEMBL;Acc:I3L3M4]
ENSG00000196235,39926796,39967310,1,19,SUPT5H,suppressor of Ty 5 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:11469]
ENSG00000173334,126442563,126450647,1,8,TRIB1,tribbles pseudokinase 1 [Source:HGNC Symbol;Acc:16891]
ENSG00000249034,140240341,140243224,-1,5,AC005609.1,"Uncharacterized protein; cDNA FLJ34090 fis, clone FCBBF3006399  [Source:UniProtKB/TrEMBL;Acc:Q8NB83]"
ENSG00000116771,15898848,15911605,-1,1,AGMAT,agmatine ureohydrolase (agmatinase) [Source:HGNC Symbol;Acc:18407]
ENSG00000196247,64126511,64171404,1,7,ZNF107,zinc finger protein 107 [Source:HGNC Symbol;Acc:12887]
ENSG00000127990,94214542,94285521,-1,7,SGCE,"sarcoglycan, epsilon [Source:HGNC Symbol;Acc:10808]"
ENSG00000249158,140248689,140391929,1,5,PCDHA11,protocadherin alpha 11 [Source:HGNC Symbol;Acc:8665]
ENSG00000109919,47638867,47664175,-1,11,MTCH2,mitochondrial carrier 2 [Source:HGNC Symbol;Acc:17587]
ENSG00000167658,3976054,3985467,-1,19,EEF2,eukaryotic translation elongation factor 2 [Source:HGNC Symbol;Acc:3214]
ENSG00000196739,116917840,117074791,1,9,COL27A1,"collagen, type XXVII, alpha 1 [Source:HGNC Symbol;Acc:22986]"
